file,gender,confidence,female,male,reverb,reverb_confidence,wet,dry,n_patches,error
D:\STEM-organizer-Py6\_smoke_all_scratch\gg_test.m4a,female,0.8963,0.8963,0.1037,wet,0.6074,0.6074,0.3926,155,
