file,genre,style,confidence,top5
D:\STEM-organizer-Py6\_smoke_all_scratch\gg_test.m4a,Electronic,House,0.7049,"[{""label"": ""Electronic---House"", ""score"": 0.4806}, {""label"": ""Electronic---Bassline"", ""score"": 0.2012}, {""label"": ""Electronic---Electro House"", ""score"": 0.1556}, {""label"": ""Electronic---Dance-pop"", ""score"": 0.0385}, {""label"": ""Electronic---Electro"", ""score"": 0.0156}]"
